nr,Name,Plate,Fibre Volume Fraction,Lab,Laminate ,Cut angle ,Manufacturer,Geometry,Material,taverage,wmax,wmin,waverage,area,Lnominal,Lmeasured,Lgauge,Radius (waist),TG and phase,Phase,start date,end date,Test type,R-value1,Fmax,Ferror,Fstatic,Ffatigue,"Fmax, 90",epsmax,epsstatic,epsfatigue,eps90,eps45,Nu,smax,"smax,static","smax, fatigue",shear strain,shear strength,shear modulus (near other moduli),Torquemax,Torquefatigue,Torquestatic,Ncycles,level,levelcalc,Nspectrum,failure mode,runout,R-value2,Fmax2,epsmax2,smax2,Ncycles2,ratedisplacement,f,f2,Eit,Eic,Eft,Efc,"Elur,front","Elur, back",eps_max_t,eps_max_c,Machine,control,grip,ABG,Temp.,Temp. control,Environment,Reference document,Remarks,Invalid ,Bending ,Buckling ,Overheating,Tab failure ,Delaminated ,Incomplete measurement data ,Strain from E ,LUR,TEC,data delivered under name,Repair characteristics,Strain measurement equipment (long),Strain measurement equipment (short),Grip pressure,time per test
220,GEV203_R0100_0016,GEV02016,#N/B,WMC,MD1,0,LM,R0100,GE1,7.85,,25.54,25.54,200.36,170,,50.00,,P1,P1,17/06/2002,17/06/2002,CA,-1,35.00,,,35.00,,,,,,,,174.68,,174.68,,,,#WAARDE!,,,1283,,0,,,,,,,,,,2.00,,,,,,,,,,,,,n,,,"d, RT",,near tab; no strain meas.,,,,,,,,,,,PR03F16,,,,,0.18
225,GEV203_R0100_0021,GEV02016,#N/B,WMC,MD1,0,LM,R0100,GE1,7.87,,25.43,25.43,200.13,170,,50.00,,P1,P1,17/06/2002,17/06/2002,CA,-1,35.00,,,35.00,,,,,,,,174.88,,174.88,,,,#WAARDE!,,,721,,0,,,,,,,,,,2.00,,,,,,,,,,,,,n,,,"d, RT",,near tab; no strain meas.,,,,,,,,,,,PR03F21,,,,,0.10
228,GEV203_R0100_0024,GEV02016,#N/B,RISØ,MD1,0,LM,R0100,GE1,7.70,,25.55,25.55,196.74,170,,50.00,,P1,P1,,,,,,,,,,0.00,,,,,,,,,,,,#DELING.DOOR.0!,,,1,,,,,,,,,,,,,,,,,,,,,,"100 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S24,,,,,
230,GEV203_R0100_0026,GEV02016,#N/B,WMC,MD1,0,LM,R0100,GE1,7.71,,25.64,25.64,197.56,170,,50.00,,P1,P1,14/06/2002,14/06/2002,STC,,-91.66,,-91.66,,,,,,,,,-463.97,-463.97,,,,,#DELING.DOOR.0!,,,1,,,,c,,,,,,,,,,,,,,,,,,,,,n,,,"d, RT",,near tab,,,,,,,,,,,PR03C26,,,,,0.25
233,GEV203_R0100_0029,GEV02016,#N/B,RISØ,MD1,0,LM,R0100,GE1,7.90,,25.54,25.54,201.77,170,,50.00,,P1,P1,,,,,,,,,,0.00,,,,,,,,,,,,#DELING.DOOR.0!,,,1,,,,,,,,,,,,,,,,,,,,,,"100 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S29,,,,,
235,GEV203_R0100_0031,GEV02016,#N/B,WMC,MD1,0,LM,R0100,GE1,7.85,,25.45,25.45,199.66,170,,50.00,,P1,P1,14/06/2002,14/06/2002,STC,,-97.64,,-97.64,,,,,,,,,-489.04,-489.04,,,,,#DELING.DOOR.0!,,,1,,,,c,,,,,,,,,,,,,,,,,,,,,n,,,"d, RT",,near tab,,,,,,,,,,,PR03C31,,,,,0.25
240,GEV203_R0100_0036,GEV02016,#N/B,WMC,MD1,0,LM,R0100,GE1,7.81,,25.55,25.55,199.55,170,,50.00,,P1,P1,14/06/2002,14/06/2002,STC,,-91.84,,-91.84,,,,,,,,,-460.25,-460.25,,,,,#DELING.DOOR.0!,,,1,,,,c,,,,,,,2,,,,,,,,,,,,,,n,,,"d, RT",,near tab,,,,,,,,,,,PR03C36,,,,,0.25
247,GEV204_R0200_0001,4UD,#N/B,WMC,UD2,0,LM,R0200,GE1,3.87,,24.90,24.90,96.24,140,,30.00,,P2,P2,31/07/2002,31/07/2002,STT,,73.93,,73.93,,,,,,,,,768.15,768.15,,,,,#DELING.DOOR.0!,,,1,,,,,,,,,,,,,,,,,,,,,,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,,,,,,,PRA04T01,,,,,0.25
248,GEV204_R0200_0002,4UD,#N/B,DLR,UD2,0,LM,R0200,GE1,3.90,,25.11,25.11,97.93,140,,30.00,,P2,P2,,,STC,,-51.28,,-51.28,,,-1.20,-1.20,,,,,-523.64,-523.64,,,,,-14792.22,,,1,,,,,,,,,,,1.2,,,,35.40,,,,,#DELING.DOOR.0!,-0.0148,"200 kN HUN, DLR",d,m,n,,y,"d, RT",OB_TC_N002,"slight bending, displacement controlled by ""hand""",,x,,,,,,,,,S02_A_GL30,,,,,0.25
250,GEV204_R0200_0004,4UD,#N/B,RISØ,UD2,0,LM,R0200,GE1,3.95,,25.14,25.14,99.21,140,,30.00,,P2,P2,,,,,,,,,,1.16,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S04A,,,,,
252,GEV204_R0200_0006,4UD,#N/B,WMC,UD2,0,LM,R0200,GE1,3.86,,25.02,25.02,96.58,140,,30.00,,P2,P2,01/08/2002,01/08/2002,STC,,-44.53,,-44.53,,,-1.33,-1.33,,,,,-461.06,-461.06,,,,,-13387.52,,,1,,,,,,,,,,,,,,,34.44,,,,,#DELING.DOOR.0!,-0.0134,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,,,,,,,PRA04C06,,,,,0.25
253,GEV204_R0200_0007,4UD,#N/B,DLR,UD2,0,LM,R0200,GE1,3.86,,25.04,25.04,96.65,140,,30.00,,P2,P2,,,CA,-1,20.10,,,20.10,,0.55,,0.55,,,,207.96,,207.96,,,,#WAARDE!,,,190082,,0,,,,,,,,,1.2,4.50,,37.00,37.10,,,,,,,"200 kN HUN, DLR",l,m,n,40.0,y,"d, RT",OB_TC_N002,,,,,,,,,,,,S07_A_GL30,,,,,11.73
255,GEV204_R0200_0009,4UD,#N/B,RISØ,UD2,0,LM,R0200,GE1,3.87,,25.07,25.07,97.02,140,,30.00,,P2,P2,,,,,,,,,,1.32,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S09A,,,,,
257,GEV204_R0200_0011,4UD,#N/B,WMC,UD2,0,LM,R0200,GE1,3.88,,25.01,25.01,97.04,140,,30.00,,P2,P2,01/08/2002,01/08/2002,STC,,-44.57,,-44.57,,,-1.30,-1.30,,,,,-459.35,-459.35,,,,,-13094.00,,,1,,,,,,,,,,,,,,,35.08,,,,,#DELING.DOOR.0!,-0.0131,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,,,,,,,PRA04C11,,,,,0.25
258,GEV204_R0200_0012,4UD,#N/B,DLR,UD2,0,LM,R0200,GE1,3.93,,25.09,25.09,98.60,140,,30.00,,P2,P2,,,CA,-1,25.13,,,25.13,,0.69,,0.69,,,,254.86,,254.86,,,,#WAARDE!,,,3701,,2,,,,,,,,,1.2,3.70,,37.80,37.80,,,,,,,"200 kN HUN, DLR",l,m,n,41.0,y,"d, RT",OB_TC_N002,failure nearby tab,,,,,,,,,,,S12_A_GL30,,,,,0.28
260,GEV204_R0200_0014,4UD,#N/B,RISØ,UD2,0,LM,R0200,GE1,3.93,,25.02,25.02,98.20,140,,30.00,,P2,P2,,,,,,,,,,1.73,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S14A,,,,,
262,GEV204_R0200_0016,4UD,#N/B,WMC,UD2,0,LM,R0200,GE1,3.83,,25.19,25.19,96.35,140,,30.00,,P2,P2,07/08/2002,07/08/2002,CA,-1,22.26,,,22.26,,,,,,,,231.07,,231.07,,,,#WAARDE!,,,12172,,2,,,,,,,,,,2.00,,,,,,,,,,"100 kN Schenck, WMC",l,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,x,,,,,,PRA04F16,,,,,1.69
263,GEV204_R0200_0017,4UD,#N/B,DLR,UD2,0,LM,R0200,GE1,3.88,,25.88,25.88,100.41,140,,30.00,,P2,P2,,,CA,-1,26.10,,,26.10,,0.72,,0.72,,,,259.92,,259.92,,,,#WAARDE!,,,7734,,2,,,,,,,,,,2.60,,36.00,35.80,,,,,,,"200 kN HUN, DLR",l,m,n,42.0,y,"d, RT",OB_TC_N002,failure nearby tab,,,,,,,,,,,S17_A_GL30,,,,,0.83
265,GEV204_R0200_0019,4UD,#N/B,RISØ,UD2,0,LM,R0200,GE1,3.91,,25.11,25.11,98.20,140,,30.00,,P2,P2,,,,,,,,,,1.24,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S19A,,,,,
277,GEV204_R0300_0031,4UD,#N/B,WMC,UD2,0,LM,R0300,GE1,3.85,,25.05,25.05,96.44,145,,35.00,,P2,P2,05/08/2002,06/08/2002,CA,-1,22.26,,,22.26,,,,,,,,230.85,,230.85,,,,#WAARDE!,,,62921,,2,,,,,,,,,,2.00,,,,,,,,,,"100 kN Schenck, WMC",l,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,x,,,,,,PRB04F31,,,,,8.74
278,GEV204_R0300_0032,4UD,#N/B,DLR,UD2,0,LM,R0300,GE1,3.84,,25.00,25.00,96.00,145,,35.00,,P2,P2,,,STC,,-43.30,,-43.30,,,-1.23,-1.23,,,,,-451.04,-451.04,,,,,-12528.94,,,1,,,,,,,,,,,1.4,,,,36.00,,,,,#DELING.DOOR.0!,-0.0125,"200 kN HUN, DLR",d,m,n,,y,"d, RT",OB_TC_N002,"slight bending, displacement controlled by ""hand""",,x,,,,,,,,,S32_B_GL35,,,,,0.25
280,GEV204_R0300_0034,4UD,#N/B,RISØ,UD2,0,LM,R0300,GE1,3.96,,25.07,25.07,99.14,145,,35.00,,P2,P2,,,,,,,,0.00,,1.67,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S34B,,,,,
282,GEV204_R0300_0036,4UD,#N/B,WMC,UD2,0,LM,R0300,GE1,3.90,,25.02,25.02,97.45,145,,35.00,,P2,P2,01/08/2002,01/08/2002,STC,,-42.90,,-42.90,,,-1.24,-1.24,,,,,-440.17,-440.17,,,,,-12457.29,,,1,,,,,,,,,,,,,,,35.33,,,,,#DELING.DOOR.0!,-0.0125,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,,,,,,,PRB04C36,,,,,0.25
283,GEV204_R0300_0037,4UD,#N/B,DLR,UD2,0,LM,R0300,GE1,3.87,,25.05,25.05,96.94,145,,35.00,,P2,P2,,,CA,-1,25.20,,,25.20,,0.68,,0.68,,,,259.95,,259.95,,,,#WAARDE!,,,2313,,2,,,,,,,,,1.4,3.20,,37.40,37.50,,,,,,,"200 kN HUN, DLR",l,m,n,35.0,y,"d, RT",OB_TC_N002,failure nearby tab,,,,,,,,,,,S37_B_GL35,,,,,0.20
285,GEV204_R0300_0039,4UD,#N/B,RISØ,UD2,0,LM,R0300,GE1,3.89,,25.05,25.05,97.54,145,,35.00,,P2,P2,,,,,,,,,,1.65,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S39B,,,,,
287,GEV204_R0300_0041,4UD,#N/B,WMC,UD2,0,LM,R0300,GE1,3.89,,24.94,24.94,97.02,145,,35.00,,P2,P2,31/07/2002,31/07/2002,STC,,-46.97,,-46.97,,,-1.39,-1.39,,,,,-484.12,-484.12,,,,,-13931.75,,,1,,,,,,,,,,,,,,,34.75,,,,,#DELING.DOOR.0!,-0.0139,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,,,,,,,PRB04C41,,,,,0.25
288,GEV204_R0300_0042,4UD,#N/B,DLR,UD2,0,LM,R0300,GE1,3.86,,25.02,25.02,96.58,145,,35.00,,P2,P2,,,CA,-1,25.20,,,25.20,,0.70,,0.70,,,,260.93,,260.93,,,,#WAARDE!,,,1375,,2,,,,,,,,,1.4,3.70,,36.40,36.30,,,,,,,"200 kN HUN, DLR",l,m,n,41.0,y,"d, RT",OB_TC_N002,failure nearby tab,,,,,,,,,,,S42_B_GL35,,,,,0.10
290,GEV204_R0300_0044,4UD,#N/B,RISØ,UD2,0,LM,R0300,GE1,3.92,,25.03,25.03,98.17,145,,35.00,,P2,P2,,,,,,,,0.00,,1.49,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S44B,,,,,
292,GEV204_R0300_0046,4UD,#N/B,WMC,UD2,0,LM,R0300,GE1,3.84,,24.93,24.93,95.61,145,,35.00,,P2,P2,31/07/2002,31/07/2002,STT,,76.60,,76.60,,,,,,,,,801.18,801.18,,,,,#DELING.DOOR.0!,,,1,,,,,,,,,,,,,,,,,,,,,,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,loading rate 0.095233,,,,,,,,,,,PRB04T46,,,,,0.25
293,GEV204_R0300_0047,4UD,#N/B,DLR,UD2,0,LM,R0300,GE1,3.80,,25.00,25.00,95.00,145,,35.00,,P2,P2,,,CA,-1,24.70,,,24.70,,0.69,,0.69,,,,260.00,,260.00,,,,#WAARDE!,,,11627,,2,,,,,,,,,,2.60,,37.50,37.20,,,,,,,"200 kN HUN, DLR",l,m,n,39.0,y,"d, RT",OB_TC_N002,failure nearby tab,,,,,,,,,,,S47_B_GL35,,,,,1.24
295,GEV204_R0300_0049,4UD,#N/B,RISØ,UD2,0,LM,R0300,GE1,3.90,,24.84,24.84,96.84,145,,35.00,,P2,P2,,,,,,,,,,1.52,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S49B,,,,,
307,GEV204_R0400_0061,4UD,#N/B,WMC,UD2,0,LM,R0400,GE1,3.86,,25.01,25.01,96.41,150,,40.00,,P2,P2,31/07/2002,31/07/2002,STT,,76.33,,76.33,,,,,,,,,791.68,791.68,,,,,#DELING.DOOR.0!,,,1,,,,,,,,,,,,,,,,,,,,,,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,,,,,,,PRC04T61,,,,,0.25
308,GEV204_R0400_0062,4UD,#N/B,DLR,UD2,0,LM,R0400,GE1,3.80,,25.02,25.02,95.08,150,,40.00,,P2,P2,,,STC,,-49.36,,-49.36,,,-1.35,-1.35,,,,,-519.16,-519.16,,,,,-13590.67,,,1,,,,,,,,,,,1.6,,,,38.20,,,,,#DELING.DOOR.0!,-0.0136,"200 kN HUN, DLR",l,m,n,,y,"d, RT",OB_TC_N002,,,,,,,,,,,,S62_C_GL40,,,,,0.25
310,GEV204_R0400_0064,4UD,#N/B,RISØ,UD2,0,LM,R0400,GE1,3.96,,25.07,25.07,99.14,150,,40.00,,P2,P2,,,,,,,,,,1.39,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S64C,,,,,
312,GEV204_R0400_0066,4UD,#N/B,WMC,UD2,0,LM,R0400,GE1,3.85,,24.98,24.98,96.05,150,,40.00,,P2,P2,31/07/2002,31/07/2002,STC,,-40.99,,-40.99,,,-1.21,-1.21,,,,,-426.80,-426.80,,,,,-12106.15,,,1,,,,,,,,,,,,,,,35.26,,,,,#DELING.DOOR.0!,-0.0121,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,,,,x,,,,,,,,PRC04C66,,,,,0.25
313,GEV204_R0400_0067,4UD,#N/B,DLR,UD2,0,LM,R0400,GE1,3.85,,24.98,24.98,96.17,150,,40.00,,P2,P2,,,CA,-1,37.50,,,37.50,,1.05,,1.05,,,,389.92,,389.92,,,,#WAARDE!,,,139,,1,,,,,,,,,1.6,2.50,,37.40,37.30,,,,,,,"200 kN HUN, DLR",l,m,n,>50,y,"d, RT",OB_TC_N002,failure nearby tab,,,x,,,,,,,,S67_C_GL40,,,,,0.02
315,GEV204_R0400_0069,4UD,#N/B,RISØ,UD2,0,LM,R0400,GE1,3.89,,25.05,25.05,97.54,150,,40.00,,P2,P2,,,,,,,,0.00,,1.48,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S69C,,,,,
317,GEV204_R0400_0071,4UD,#N/B,WMC,UD2,0,LM,R0400,GE1,3.85,,24.97,24.97,96.13,150,,40.00,,P2,P2,31/07/2002,31/07/2002,STC,,-40.32,,-40.32,,,-1.23,-1.23,,,,,-419.38,-419.38,,,,,-11989.15,,,1,,,,,,,,,,,,,,,34.98,,,,,#DELING.DOOR.0!,-0.0120,"100 kN Schenck, WMC",d,h,n,,y,"d, RT",OB_TC_N001.doc,slight buckling,,,x,,,,,,,,PRC04C71,,,,,0.25
318,GEV204_R0400_0072,4UD,#N/B,DLR,UD2,0,LM,R0400,GE1,3.79,,24.85,24.85,94.18,150,,40.00,,P2,P2,,,CA,-1,26.90,,,26.90,,0.75,,0.75,,,,285.62,,285.62,,,,#WAARDE!,,,n.n.,,0,,,,,,,,,1.6,3.33,,38.10,38.00,,,,,,,"200 kN HUN, DLR",l,m,n,,y,"d, RT",OB_TC_N002,test cancelled due to problems with testing machine; data point not valid,x,,,,,,,,,,S72_C_GL40,,,,,
320,GEV204_R0400_0074,4UD,#N/B,RISØ,UD2,0,LM,R0400,GE1,3.92,,25.03,25.03,98.17,150,,40.00,,P2,P2,,,,,,,,,,1.43,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S74C,,,,,
322,GEV204_R0400_0076,4UD,#N/B,WMC,UD2,0,LM,R0400,GE1,3.88,,25.26,25.26,97.88,150,,40.00,,P2,P2,04/08/2002,05/08/2002,CA,-1,22.26,,,22.26,,,,,,,,227.46,,227.46,,,,#WAARDE!,,,61144,,0,,,,,,,,,,1.00,,,,,,,,,,"100 kN Schenck, WMC",l,h,n,,y,"d, RT",OB_TC_N001.doc,,,,,,x,,,,,,PRC04F76,,,,,16.98
323,GEV204_R0400_0077,4UD,#N/B,DLR,UD2,0,LM,R0400,GE1,3.95,,24.85,24.85,98.16,150,,40.00,,P2,P2,,,CA,-1,25.50,,,25.50,,0.69,,0.69,,,,259.79,,259.79,,,,#WAARDE!,,,1811,,2,,,,,,,,,,3.70,,37.70,37.50,,,,,,,"200 kN HUN, DLR",l,m,n,>43,y,"d, RT",OB_TC_N002,failure nearby tab,,,,,,,,,,,S77_C_GL40,,,,,0.14
325,GEV204_R0400_0079,4UD,#N/B,RISØ,UD2,0,LM,R0400,GE1,3.90,,24.84,24.84,96.84,150,,40.00,,P2,P2,,,,,,,,,,1.53,,,,,,,,,,,,#WAARDE!,,,1,,,,,,,,,,,,,,,,,,,,,,"250 kN Instron, RISØ",,,,,,"d, RT",,,x,,,,,,,,,,S79C,,,,,
373,GEV205_R0400_0037,"[+/-45 ,UD]4;[+/-45] ",#N/B,DLR,MD2,0,LM,R0400,GE1,6.57,,24.84,24.84,163.20,150,,40.00,,P2,P2,,,STC,,-85.34,,-85.34,,,-1.95,-1.95,,,,,-522.92,-522.92,,,,,-18905.30,,,1,,,,,,,,,,,,,,,27.66,,,,,#DELING.DOOR.0!,-0.0189,"200 kN HUN, DLR",d,m,n,,,"d, RT",OB_TC_R007,loading rate 0.031%/s,,x,,,x,,,,,,S61_GL40,,,,,0.25
378,GEV205_R0400_0042,"[+/-45 ,UD]4;[+/-45] ",#N/B,DLR,MD2,0,LM,R0400,GE1,6.55,,24.90,24.90,163.10,150,,40.00,,P2,P2,,,CA,-1,42.17,,,42.17,,1.02,,1.02,,,,258.56,,258.56,,,,#WAARDE!,,,168,,1,,t,,,,,,,,2.55,,27.90,25.90,,,,,,,"200 kN HUN, DLR",l,m,n,,,"d, RT",OB_TC_R007,,,,x,,,,,,,,S66_GL40,,,,,0.02
383,GEV205_R0400_0047,"[+/-45 ,UD]4;[+/-45] ",#N/B,DLR,MD2,0,LM,R0400,GE1,6.55,,24.55,24.55,160.80,150,,40.00,,P2,P2,,,CA,-1,41.65,,,41.65,,0.97,,0.97,,,,259.01,,259.01,,,,#WAARDE!,,,336,,1,,c,,,,,,,,1.33,,29.10,31.80,,,,,,,"200 kN HUN, DLR",l,m,n,,,"d, RT",OB_TC_R007,,,x,x,,,,,,,,S71_GL40,,,,,0.07
398,GEV205_R0500_0062,"[+/-45 ,UD]4;[+/-45] ",#N/B,DLR,MD2,0,LM,R0500,GE1,6.54,,25.16,25.16,164.55,155,,45.00,,P2,P2,,,STC,,-82.54,,-82.54,,,-2.00,-2.00,,,,,-501.62,-501.62,,,,,-16771.03,,,1,,,,,,,,,,,,,,,29.91,,,,,#DELING.DOOR.0!,-0.0168,"200 kN HUN, DLR",d,m,n,,,"d, RT",OB_TC_R007,"slight bending displacement controlled by ""hand""; loading rate 0.043%/s",,x,,,,,,,,,S112_GL45,,,,,0.25
403,GEV205_R0500_0067,"[+/-45 ,UD]4;[+/-45] ",#N/B,DLR,MD2,0,LM,R0500,GE1,6.56,,25.02,25.02,164.13,155,,45.00,,P2,P2,,,CA,-1,32.72,,,32.72,,0.79,,0.79,,,,199.35,,199.35,,,,#WAARDE!,,,1897,,2,,c,,,,,,,,1.64,,27.40,25.60,,,,,,,"200 kN HUN, DLR",l,m,n,,,"d, RT",OB_TC_R007,,,,x,,,,,,,,S117_GL45,,,,,0.32
442,GEV206_R0300_0049,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.81,,24.96,24.96,95.10,145,,35.00,,TG 3 phase I,BM,12/03/2003,12/03/2003,STT,,75.64,,75.64,,,2.25,2.25,,,,,795.39,795.39,,,,,21714.26,,,1,,,,,,,,,,,0.25,,,36.63,,,,,,0.0217,#DELING.DOOR.0!,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0049,,,,,0.25
443,GEV206_R0300_0050,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.80,,25.28,25.28,96.06,145,,35.00,,TG 3 phase I,BM,12/03/2003,12/03/2003,STT,,76.49,,76.49,,,2.20,2.20,,,,,796.24,796.24,,,,,20882.25,,,1,,,,,,,,,,,0.25,,,38.13,,,,,,0.0209,#DELING.DOOR.0!,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0050,,,,,0.25
444,GEV206_R0300_0051,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.78,,25.20,25.20,95.26,145,,35.00,,TG 3 phase I,BM,12/03/2003,12/03/2003,STT,,74.90,,74.90,,,2.24,2.24,,,,0.26,786.30,786.30,,,,,21046.63,,,1,,,,,,,,,,,0.25,,,37.36,,,,,,0.0210,#DELING.DOOR.0!,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0051,,,,,0.25
445,GEV206_R0300_0052,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.85,,25.24,25.24,97.17,145,,35.00,,TG 3 phase I,BM,14/03/2003,14/03/2003,STC,,-38.23,,-38.23,,,-1.07,-1.07,,,,0.3,-393.42,-393.42,,,,,-10670.41,,,1,,,,,,,,,,,1,,,,36.87,,,,,#DELING.DOOR.0!,-0.0107,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,No precautions to keep stiffness of test bench and grips as high as possible,,,,,,,,,,,0052,,,,,0.25
446,GEV206_R0300_0053,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.77,,25.20,25.20,95.00,145,,35.00,,TG 3 phase I,BM,14/03/2003,14/03/2003,STC,,-37.77,,-37.77,,,-1.10,-1.10,,,,0.3,-397.56,-397.56,,,,,-10641.39,,,1,,,,,,,,,,,1,,,,37.36,,,,,#DELING.DOOR.0!,-0.0106,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,No precautions to keep stiffness of test bench and grips as high as possible,,,,,,,,,,,0053,,,,,0.25
447,GEV206_R0300_0054,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.83,,25.18,25.18,96.44,145,,35.00,,TG 3 phase I,BM,14/03/2003,14/03/2003,STC,,-45.58,,-45.58,,,-1.24,-1.24,,,,,-472.63,-472.63,,,,,-12103.16,,,1,,,,,,,,,,,1,,,,39.05,,,,,#DELING.DOOR.0!,-0.0121,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0054,,,,,0.25
448,GEV206_R0300_0055,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.84,,25.24,25.24,96.92,145,,35.00,,TG 3 phase I,BM,13/03/2003,13/03/2003,STT,,75.33,,75.33,,,2.28,2.28,,,,,777.23,777.23,,,,,20442.56,,,1,,,,,,,,,,,1 ,,,38.02,,,,,,0.0204,#DELING.DOOR.0!,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0055,,,,,0.25
449,GEV206_R0300_0056,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.80,,25.15,25.15,95.57,145,,35.00,,TG 3 phase I,BM,13/03/2003,13/03/2003,STT,,75.90,,75.90,,,2.08,2.08,,,,,794.18,794.18,,,,,21121.87,,,1,,,,,,,,,,,1 ,,,37.60,,,,,,0.0211,#DELING.DOOR.0!,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0056,,,,,0.25
450,GEV206_R0300_0057,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.80,,25.17,25.17,95.65,145,,35.00,,TG 3 phase I,BM,13/03/2003,13/03/2003,STT,,74.42,,74.42,,,2.28,2.28,,,,0.31,778.08,778.08,,,,,21029.12,,,1,,,,,,,,,,,1 ,,,37.00,,,,,,0.0210,#DELING.DOOR.0!,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0057,,,,,0.25
451,GEV206_R0300_0058,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.82,,25.26,25.26,96.49,145,,35.00,,TG 3 phase I,BM,14/03/2003,14/03/2003,STC,,-45.65,,-45.65,,,-1.22,-1.22,,,,0.29,-473.09,-473.09,,,,,-12407.30,,,1,,,,,,,,,,,1 ,,,,38.13,,,,,#DELING.DOOR.0!,-0.0124,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0058,,,,,0.25
452,GEV206_R0300_0059,1,53.31,VUB,UD2,0,LM,R0300,GE1,3.83,,25.24,25.24,96.67,145,,35.00,,TG 3 phase I,BM,14/03/2003,14/03/2003,STC,,-47.56,,-47.56,,,-1.25,-1.25,,,,0.31,-491.99,-491.99,,,,,-12749.08,,,1,,,,,,,,,,,1 ,,,,38.59,,,,,#DELING.DOOR.0!,-0.0127,"100 kN MTS, VUB",d,h,n,,,"d, RT",OB_TG5_R006,,,,,,,,,,,,0059,,,,,0.25
